project, filepath_prev, filepath_curr, disc_prev, undisc_prev,disc_curr, undisc_curr
linux,processing/prev_ver/arch/sh/kernel/cpu/sh4/setup-sh7750.c,processing/curr_ver/arch/sh/kernel/cpu/sh4/setup-sh7750.c,9,1,12,0
linux,processing/prev_ver/arch/sh/kernel/cpu/sh4a/clock-sh7722.c,processing/curr_ver/arch/sh/kernel/cpu/sh4a/clock-sh7722.c,5,0,0,0
linux,processing/prev_ver/arch/sh/drivers/pci/fixups-r7780rp.c,processing/curr_ver/arch/sh/drivers/pci/fixups-r7780rp.c,1,0,0,0
linux,processing/prev_ver/arch/sh/drivers/dma/dma-sh.c,processing/curr_ver/arch/sh/drivers/dma/dma-sh.c,5,0,11,0
linux,processing/prev_ver/arch/sh/mm/tlb-sh3.c,processing/curr_ver/arch/sh/mm/tlb-sh3.c,1,0,0,0
linux,processing/prev_ver/arch/sh/mm/mmap.c,processing/curr_ver/arch/sh/mm/mmap.c,0,0,1,0
linux,processing/prev_ver/arch/sh/mm/tlb-sh4.c,processing/curr_ver/arch/sh/mm/tlb-sh4.c,4,0,3,0
linux,processing/prev_ver/arch/sh/mm/pmb.c,processing/curr_ver/arch/sh/mm/pmb.c,1,0,7,0
linux,processing/prev_ver/arch/sh/mm/cache-sh4.c,processing/curr_ver/arch/sh/mm/cache-sh4.c,0,0,0,1
linux,processing/prev_ver/arch/sh/mm/cache-sh2a.c,processing/curr_ver/arch/sh/mm/cache-sh2a.c,2,0,4,0
linux,processing/prev_ver/arch/sh/mm/consistent.c,processing/curr_ver/arch/sh/mm/consistent.c,2,0,0,0
linux,processing/prev_ver/arch/sh/mm/init.c,processing/curr_ver/arch/sh/mm/init.c,8,0,5,1
linux,processing/prev_ver/arch/sh/boards/mach-se/770x/setup.c,processing/curr_ver/arch/sh/boards/mach-se/770x/setup.c,7,0,2,0
linux,processing/prev_ver/arch/sh/boards/mach-microdev/setup.c,processing/curr_ver/arch/sh/boards/mach-microdev/setup.c,3,0,0,0
linux,processing/prev_ver/arch/sh/boards/mach-microdev/io.c,processing/curr_ver/arch/sh/boards/mach-microdev/io.c,8,0,0,0
linux,processing/prev_ver/arch/sh/boards/mach-migor/setup.c,processing/curr_ver/arch/sh/boards/mach-migor/setup.c,6,2,4,2
linux,processing/prev_ver/arch/sh/boards/mach-dreamcast/setup.c,processing/curr_ver/arch/sh/boards/mach-dreamcast/setup.c,1,0,0,0
linux,processing/prev_ver/arch/mips/math-emu/dsemul.c,processing/curr_ver/arch/mips/math-emu/dsemul.c,2,0,0,0
linux,processing/prev_ver/arch/mips/math-emu/dp_fint.c,processing/curr_ver/arch/mips/math-emu/dp_fint.c,2,0,0,0
linux,processing/prev_ver/arch/mips/math-emu/cp1emu.c,processing/curr_ver/arch/mips/math-emu/cp1emu.c,30,0,2,0
linux,processing/prev_ver/arch/mips/pci/pci-ip27.c,processing/curr_ver/arch/mips/pci/pci-ip27.c,2,0,1,0
linux,processing/prev_ver/arch/mips/pci/pci.c,processing/curr_ver/arch/mips/pci/pci.c,1,0,0,0
linux,processing/prev_ver/arch/mips/pci/ops-bonito64.c,processing/curr_ver/arch/mips/pci/ops-bonito64.c,1,0,0,0
linux,processing/prev_ver/arch/mips/pci/pci-bcm47xx.c,processing/curr_ver/arch/mips/pci/pci-bcm47xx.c,0,0,2,2
linux,processing/prev_ver/arch/mips/alchemy/common/time.c,processing/curr_ver/arch/mips/alchemy/common/time.c,6,1,0,0
linux,processing/prev_ver/arch/mips/alchemy/common/dbdma.c,processing/curr_ver/arch/mips/alchemy/common/dbdma.c,5,0,0,0
linux,processing/prev_ver/arch/mips/alchemy/common/power.c,processing/curr_ver/arch/mips/alchemy/common/power.c,6,0,0,0
linux,processing/prev_ver/arch/mips/alchemy/common/setup.c,processing/curr_ver/arch/mips/alchemy/common/setup.c,6,1,1,0
linux,processing/prev_ver/arch/mips/alchemy/common/platform.c,processing/curr_ver/arch/mips/alchemy/common/platform.c,14,0,1,0
linux,processing/prev_ver/arch/mips/alchemy/common/irq.c,processing/curr_ver/arch/mips/alchemy/common/irq.c,4,0,0,0
linux,processing/prev_ver/arch/mips/alchemy/common/dma.c,processing/curr_ver/arch/mips/alchemy/common/dma.c,3,0,0,0
linux,processing/prev_ver/arch/mips/txx9/rbtx4938/setup.c,processing/curr_ver/arch/mips/txx9/rbtx4938/setup.c,10,0,9,0
linux,processing/prev_ver/arch/mips/txx9/generic/setup_tx4938.c,processing/curr_ver/arch/mips/txx9/generic/setup_tx4938.c,1,0,2,0
linux,processing/prev_ver/arch/mips/txx9/generic/setup.c,processing/curr_ver/arch/mips/txx9/generic/setup.c,21,0,25,2
linux,processing/prev_ver/arch/mips/txx9/jmr3927/setup.c,processing/curr_ver/arch/mips/txx9/jmr3927/setup.c,9,0,8,0
linux,processing/prev_ver/arch/mips/txx9/rbtx4939/setup.c,processing/curr_ver/arch/mips/txx9/rbtx4939/setup.c,10,0,14,0
linux,processing/prev_ver/arch/mips/kernel/reset.c,processing/curr_ver/arch/mips/kernel/reset.c,0,0,3,0
linux,processing/prev_ver/arch/mips/kernel/signal32.c,processing/curr_ver/arch/mips/kernel/signal32.c,2,0,0,0
linux,processing/prev_ver/arch/mips/kernel/smp-cmp.c,processing/curr_ver/arch/mips/kernel/smp-cmp.c,4,0,5,0
linux,processing/prev_ver/arch/mips/kernel/proc.c,processing/curr_ver/arch/mips/kernel/proc.c,1,0,2,0
linux,processing/prev_ver/arch/mips/kernel/ptrace.c,processing/curr_ver/arch/mips/kernel/ptrace.c,15,0,33,0
linux,processing/prev_ver/arch/mips/kernel/time.c,processing/curr_ver/arch/mips/kernel/time.c,0,0,1,0
linux,processing/prev_ver/arch/mips/kernel/process.c,processing/curr_ver/arch/mips/kernel/process.c,11,0,25,0
linux,processing/prev_ver/arch/mips/kernel/smp.c,processing/curr_ver/arch/mips/kernel/smp.c,2,1,4,0
linux,processing/prev_ver/arch/mips/kernel/branch.c,processing/curr_ver/arch/mips/kernel/branch.c,0,0,5,0
linux,processing/prev_ver/arch/mips/kernel/unaligned.c,processing/curr_ver/arch/mips/kernel/unaligned.c,6,0,23,1
linux,processing/prev_ver/arch/mips/kernel/syscall.c,processing/curr_ver/arch/mips/kernel/syscall.c,2,0,0,0
linux,processing/prev_ver/arch/mips/kernel/linux32.c,processing/curr_ver/arch/mips/kernel/linux32.c,4,0,0,0
linux,processing/prev_ver/arch/mips/kernel/traps.c,processing/curr_ver/arch/mips/kernel/traps.c,19,4,26,2
linux,processing/prev_ver/arch/mips/kernel/signal_n32.c,processing/curr_ver/arch/mips/kernel/signal_n32.c,2,0,0,0
linux,processing/prev_ver/arch/mips/kernel/setup.c,processing/curr_ver/arch/mips/kernel/setup.c,15,0,29,0
linux,processing/prev_ver/arch/mips/kernel/machine_kexec.c,processing/curr_ver/arch/mips/kernel/machine_kexec.c,0,0,9,0
linux,processing/prev_ver/arch/mips/kernel/asm-offsets.c,processing/curr_ver/arch/mips/kernel/asm-offsets.c,5,0,14,0
linux,processing/prev_ver/arch/mips/kernel/smp-up.c,processing/curr_ver/arch/mips/kernel/smp-up.c,0,0,2,0
linux,processing/prev_ver/arch/mips/kernel/irq.c,processing/curr_ver/arch/mips/kernel/irq.c,5,0,2,0
linux,processing/prev_ver/arch/mips/kernel/signal.c,processing/curr_ver/arch/mips/kernel/signal.c,9,0,14,0
linux,processing/prev_ver/arch/mips/kernel/csrc-r4k.c,processing/curr_ver/arch/mips/kernel/csrc-r4k.c,0,0,2,0
linux,processing/prev_ver/arch/mips/kernel/cevt-r4k.c,processing/curr_ver/arch/mips/kernel/cevt-r4k.c,3,0,2,0
linux,processing/prev_ver/arch/mips/kernel/cpu-probe.c,processing/curr_ver/arch/mips/kernel/cpu-probe.c,4,0,8,0
linux,processing/prev_ver/arch/mips/kernel/mips-mt.c,processing/curr_ver/arch/mips/kernel/mips-mt.c,4,0,0,0
linux,processing/prev_ver/arch/mips/kernel/vpe.c,processing/curr_ver/arch/mips/kernel/vpe.c,10,0,6,0
linux,processing/prev_ver/arch/mips/sni/pcimt.c,processing/curr_ver/arch/mips/sni/pcimt.c,1,0,2,0
linux,processing/prev_ver/arch/mips/sni/pcit.c,processing/curr_ver/arch/mips/sni/pcit.c,1,0,2,0
linux,processing/prev_ver/arch/mips/mm/fault.c,processing/curr_ver/arch/mips/mm/fault.c,1,0,3,0
linux,processing/prev_ver/arch/mips/mm/tlb-r4k.c,processing/curr_ver/arch/mips/mm/tlb-r4k.c,3,0,9,1
linux,processing/prev_ver/arch/mips/mm/cerr-sb1.c,processing/curr_ver/arch/mips/mm/cerr-sb1.c,10,0,8,0
linux,processing/prev_ver/arch/mips/mm/highmem.c,processing/curr_ver/arch/mips/mm/highmem.c,2,0,0,0
linux,processing/prev_ver/arch/mips/mm/c-r4k.c,processing/curr_ver/arch/mips/mm/c-r4k.c,16,0,12,0
linux,processing/prev_ver/arch/mips/mm/pgtable-32.c,processing/curr_ver/arch/mips/mm/pgtable-32.c,2,0,3,0
linux,processing/prev_ver/arch/mips/mm/tlb-r3k.c,processing/curr_ver/arch/mips/mm/tlb-r3k.c,8,0,7,0
linux,processing/prev_ver/arch/mips/mm/pgtable-64.c,processing/curr_ver/arch/mips/mm/pgtable-64.c,1,0,7,0
linux,processing/prev_ver/arch/mips/mm/page.c,processing/curr_ver/arch/mips/mm/page.c,5,0,1,0
linux,processing/prev_ver/arch/mips/mm/tlbex.c,processing/curr_ver/arch/mips/mm/tlbex.c,37,4,67,7
linux,processing/prev_ver/arch/mips/mm/init.c,processing/curr_ver/arch/mips/mm/init.c,23,0,20,0
linux,processing/prev_ver/arch/mips/sgi-ip22/ip22-int.c,processing/curr_ver/arch/mips/sgi-ip22/ip22-int.c,3,0,2,0
linux,processing/prev_ver/arch/mips/sgi-ip22/ip22-setup.c,processing/curr_ver/arch/mips/sgi-ip22/ip22-setup.c,2,0,1,0
linux,processing/prev_ver/arch/mips/sgi-ip22/ip22-mc.c,processing/curr_ver/arch/mips/sgi-ip22/ip22-mc.c,2,0,4,0
linux,processing/prev_ver/arch/mips/sgi-ip27/ip27-memory.c,processing/curr_ver/arch/mips/sgi-ip27/ip27-memory.c,4,0,2,0
linux,processing/prev_ver/arch/mips/sgi-ip27/ip27-init.c,processing/curr_ver/arch/mips/sgi-ip27/ip27-init.c,3,0,2,0
linux,processing/prev_ver/arch/mips/sibyte/sb1250/setup.c,processing/curr_ver/arch/mips/sibyte/sb1250/setup.c,5,0,4,0
linux,processing/prev_ver/arch/mips/sibyte/sb1250/irq.c,processing/curr_ver/arch/mips/sibyte/sb1250/irq.c,8,0,7,0
linux,processing/prev_ver/arch/mips/sibyte/bcm1480/irq.c,processing/curr_ver/arch/mips/sibyte/bcm1480/irq.c,9,1,7,0
linux,processing/prev_ver/arch/mips/sibyte/swarm/setup.c,processing/curr_ver/arch/mips/sibyte/swarm/setup.c,10,0,6,0
linux,processing/prev_ver/arch/mips/rb532/devices.c,processing/curr_ver/arch/mips/rb532/devices.c,0,0,1,0
linux,processing/prev_ver/arch/mips/fw/arc/identify.c,processing/curr_ver/arch/mips/fw/arc/identify.c,2,0,0,0
linux,processing/prev_ver/arch/mips/bcm47xx/time.c,processing/curr_ver/arch/mips/bcm47xx/time.c,0,0,2,0
linux,processing/prev_ver/arch/mips/bcm47xx/serial.c,processing/curr_ver/arch/mips/bcm47xx/serial.c,0,0,4,0
linux,processing/prev_ver/arch/mips/bcm47xx/setup.c,processing/curr_ver/arch/mips/bcm47xx/setup.c,0,0,15,0
linux,processing/prev_ver/arch/mips/bcm47xx/irq.c,processing/curr_ver/arch/mips/bcm47xx/irq.c,0,0,1,0
linux,processing/prev_ver/arch/mips/bcm47xx/prom.c,processing/curr_ver/arch/mips/bcm47xx/prom.c,0,0,1,0
linux,processing/prev_ver/arch/mips/sgi-ip32/ip32-reset.c,processing/curr_ver/arch/mips/sgi-ip32/ip32-reset.c,0,0,1,0
linux,processing/prev_ver/arch/mips/mti-malta/malta-amon.c,processing/curr_ver/arch/mips/mti-malta/malta-amon.c,0,0,1,0
linux,processing/prev_ver/arch/mips/mti-malta/malta-time.c,processing/curr_ver/arch/mips/mti-malta/malta-time.c,2,2,4,0
linux,processing/prev_ver/arch/mips/mti-malta/malta-setup.c,processing/curr_ver/arch/mips/mti-malta/malta-setup.c,10,0,4,0
linux,processing/prev_ver/arch/mips/mti-malta/malta-int.c,processing/curr_ver/arch/mips/mti-malta/malta-int.c,8,0,0,0
linux,processing/prev_ver/arch/mips/mti-malta/malta-platform.c,processing/curr_ver/arch/mips/mti-malta/malta-platform.c,0,0,1,0
linux,processing/prev_ver/arch/mips/mti-malta/malta-init.c,processing/curr_ver/arch/mips/mti-malta/malta-init.c,11,0,8,0
linux,processing/prev_ver/arch/mips/mti-malta/malta-memory.c,processing/curr_ver/arch/mips/mti-malta/malta-memory.c,4,0,0,0
linux,processing/prev_ver/arch/mips/lib/iomap-pci.c,processing/curr_ver/arch/mips/lib/iomap-pci.c,1,0,2,0
linux,processing/prev_ver/arch/mips/lib/dump_tlb.c,processing/curr_ver/arch/mips/lib/dump_tlb.c,3,0,4,0
linux,processing/prev_ver/arch/sparc/kernel/sparc_ksyms.c,processing/curr_ver/arch/sparc/kernel/sparc_ksyms.c,9,0,0,0
linux,processing/prev_ver/arch/sparc/kernel/ioport.c,processing/curr_ver/arch/sparc/kernel/ioport.c,4,0,3,0
linux,processing/prev_ver/arch/sparc/kernel/process.c,processing/curr_ver/arch/sparc/kernel/process.c,12,6,0,1
linux,processing/prev_ver/arch/sparc/kernel/sun4d_irq.c,processing/curr_ver/arch/sparc/kernel/sun4d_irq.c,9,0,11,0
linux,processing/prev_ver/arch/sparc/kernel/led.c,processing/curr_ver/arch/sparc/kernel/led.c,0,0,1,0
linux,processing/prev_ver/arch/sparc/kernel/idprom.c,processing/curr_ver/arch/sparc/kernel/idprom.c,0,0,2,0
linux,processing/prev_ver/arch/sparc/kernel/cpu.c,processing/curr_ver/arch/sparc/kernel/cpu.c,0,0,8,4
linux,processing/prev_ver/arch/sparc/kernel/module.c,processing/curr_ver/arch/sparc/kernel/module.c,0,0,5,0
linux,processing/prev_ver/arch/sparc/kernel/asm-offsets.c,processing/curr_ver/arch/sparc/kernel/asm-offsets.c,0,0,3,0
linux,processing/prev_ver/arch/sparc/kernel/devices.c,processing/curr_ver/arch/sparc/kernel/devices.c,2,0,1,0
linux,processing/prev_ver/arch/sparc/mm/srmmu.c,processing/curr_ver/arch/sparc/mm/srmmu.c,17,1,17,0
linux,processing/prev_ver/arch/sparc/mm/iommu.c,processing/curr_ver/arch/sparc/mm/iommu.c,2,0,3,0
linux,processing/prev_ver/arch/alpha/kernel/time.c,processing/curr_ver/arch/alpha/kernel/time.c,6,0,0,0
linux,processing/prev_ver/arch/alpha/kernel/process.c,processing/curr_ver/arch/alpha/kernel/process.c,3,0,4,0
linux,processing/prev_ver/arch/alpha/kernel/smp.c,processing/curr_ver/arch/alpha/kernel/smp.c,0,0,2,0
linux,processing/prev_ver/arch/alpha/kernel/osf_sys.c,processing/curr_ver/arch/alpha/kernel/osf_sys.c,1,0,3,0
linux,processing/prev_ver/arch/alpha/kernel/sys_sio.c,processing/curr_ver/arch/alpha/kernel/sys_sio.c,8,0,9,0
linux,processing/prev_ver/arch/alpha/kernel/pci.c,processing/curr_ver/arch/alpha/kernel/pci.c,2,0,1,0
linux,processing/prev_ver/arch/alpha/kernel/traps.c,processing/curr_ver/arch/alpha/kernel/traps.c,3,0,4,0
linux,processing/prev_ver/arch/alpha/kernel/setup.c,processing/curr_ver/arch/alpha/kernel/setup.c,27,0,33,0
linux,processing/prev_ver/arch/alpha/kernel/irq_alpha.c,processing/curr_ver/arch/alpha/kernel/irq_alpha.c,8,0,6,0
linux,processing/prev_ver/arch/alpha/kernel/irq.c,processing/curr_ver/arch/alpha/kernel/irq.c,6,0,2,0
linux,processing/prev_ver/arch/alpha/kernel/sys_dp264.c,processing/curr_ver/arch/alpha/kernel/sys_dp264.c,6,0,4,0
linux,processing/prev_ver/arch/alpha/mm/init.c,processing/curr_ver/arch/alpha/mm/init.c,6,0,4,0
linux,processing/prev_ver/arch/powerpc/math-emu/math.c,processing/curr_ver/arch/powerpc/math-emu/math.c,4,0,0,0
linux,processing/prev_ver/arch/powerpc/sysdev/fsl_lbc.c,processing/curr_ver/arch/powerpc/sysdev/fsl_lbc.c,0,0,3,0
linux,processing/prev_ver/arch/powerpc/sysdev/fsl_soc.c,processing/curr_ver/arch/powerpc/sysdev/fsl_soc.c,5,0,4,0
linux,processing/prev_ver/arch/powerpc/sysdev/cpm_common.c,processing/curr_ver/arch/powerpc/sysdev/cpm_common.c,3,0,5,0
linux,processing/prev_ver/arch/powerpc/sysdev/fsl_rio.c,processing/curr_ver/arch/powerpc/sysdev/fsl_rio.c,0,0,1,0
linux,processing/prev_ver/arch/powerpc/sysdev/fsl_msi.c,processing/curr_ver/arch/powerpc/sysdev/fsl_msi.c,0,0,2,0
linux,processing/prev_ver/arch/powerpc/sysdev/fsl_pci.c,processing/curr_ver/arch/powerpc/sysdev/fsl_pci.c,3,0,14,0
linux,processing/prev_ver/arch/powerpc/sysdev/dart_iommu.c,processing/curr_ver/arch/powerpc/sysdev/dart_iommu.c,2,0,1,0
linux,processing/prev_ver/arch/powerpc/sysdev/mpic.c,processing/curr_ver/arch/powerpc/sysdev/mpic.c,36,2,35,1
linux,processing/prev_ver/arch/powerpc/xmon/xmon.c,processing/curr_ver/arch/powerpc/xmon/xmon.c,42,0,77,0
linux,processing/prev_ver/arch/powerpc/boot/ps3.c,processing/curr_ver/arch/powerpc/boot/ps3.c,1,0,0,0
linux,processing/prev_ver/arch/powerpc/boot/main.c,processing/curr_ver/arch/powerpc/boot/main.c,0,0,2,0
linux,processing/prev_ver/arch/powerpc/boot/elf_util.c,processing/curr_ver/arch/powerpc/boot/elf_util.c,0,0,0,2
linux,processing/prev_ver/arch/powerpc/boot/stdio.c,processing/curr_ver/arch/powerpc/boot/stdio.c,0,0,1,0
linux,processing/prev_ver/arch/powerpc/boot/serial.c,processing/curr_ver/arch/powerpc/boot/serial.c,0,0,2,1
linux,processing/prev_ver/arch/powerpc/boot/oflib.c,processing/curr_ver/arch/powerpc/boot/oflib.c,0,0,3,0
linux,processing/prev_ver/arch/powerpc/kernel/btext.c,processing/curr_ver/arch/powerpc/kernel/btext.c,7,0,9,0
linux,processing/prev_ver/arch/powerpc/kernel/cputable.c,processing/curr_ver/arch/powerpc/kernel/cputable.c,4,7,14,11
linux,processing/prev_ver/arch/powerpc/kernel/pci-common.c,processing/curr_ver/arch/powerpc/kernel/pci-common.c,13,0,6,0
linux,processing/prev_ver/arch/powerpc/kernel/rtas.c,processing/curr_ver/arch/powerpc/kernel/rtas.c,7,0,11,0
linux,processing/prev_ver/arch/powerpc/kernel/legacy_serial.c,processing/curr_ver/arch/powerpc/kernel/legacy_serial.c,5,1,6,1
linux,processing/prev_ver/arch/powerpc/kernel/paca.c,processing/curr_ver/arch/powerpc/kernel/paca.c,0,0,20,0
linux,processing/prev_ver/arch/powerpc/kernel/time.c,processing/curr_ver/arch/powerpc/kernel/time.c,12,0,19,0
linux,processing/prev_ver/arch/powerpc/kernel/idle.c,processing/curr_ver/arch/powerpc/kernel/idle.c,1,0,2,0
linux,processing/prev_ver/arch/powerpc/kernel/prom_init.c,processing/curr_ver/arch/powerpc/kernel/prom_init.c,32,1,50,3
linux,processing/prev_ver/arch/powerpc/kernel/process.c,processing/curr_ver/arch/powerpc/kernel/process.c,57,3,77,0
linux,processing/prev_ver/arch/powerpc/kernel/of_platform.c,processing/curr_ver/arch/powerpc/kernel/of_platform.c,3,0,1,0
linux,processing/prev_ver/arch/powerpc/kernel/vdso.c,processing/curr_ver/arch/powerpc/kernel/vdso.c,20,0,5,0
linux,processing/prev_ver/arch/powerpc/kernel/setup-common.c,processing/curr_ver/arch/powerpc/kernel/setup-common.c,23,0,17,0
linux,processing/prev_ver/arch/powerpc/kernel/smp.c,processing/curr_ver/arch/powerpc/kernel/smp.c,10,1,36,2
linux,processing/prev_ver/arch/powerpc/kernel/signal_32.c,processing/curr_ver/arch/powerpc/kernel/signal_32.c,32,2,63,1
linux,processing/prev_ver/arch/powerpc/kernel/prom_parse.c,processing/curr_ver/arch/powerpc/kernel/prom_parse.c,8,0,0,0
linux,processing/prev_ver/arch/powerpc/kernel/pci_dn.c,processing/curr_ver/arch/powerpc/kernel/pci_dn.c,0,0,7,0
linux,processing/prev_ver/arch/powerpc/kernel/kprobes.c,processing/curr_ver/arch/powerpc/kernel/kprobes.c,3,0,7,2
linux,processing/prev_ver/arch/powerpc/kernel/crash_dump.c,processing/curr_ver/arch/powerpc/kernel/crash_dump.c,2,0,3,0
linux,processing/prev_ver/arch/powerpc/kernel/align.c,processing/curr_ver/arch/powerpc/kernel/align.c,10,0,2,0
linux,processing/prev_ver/arch/powerpc/kernel/stacktrace.c,processing/curr_ver/arch/powerpc/kernel/stacktrace.c,0,0,3,0
linux,processing/prev_ver/arch/powerpc/kernel/module_64.c,processing/curr_ver/arch/powerpc/kernel/module_64.c,0,0,11,0
linux,processing/prev_ver/arch/powerpc/kernel/signal_64.c,processing/curr_ver/arch/powerpc/kernel/signal_64.c,10,0,22,2
linux,processing/prev_ver/arch/powerpc/kernel/pci_64.c,processing/curr_ver/arch/powerpc/kernel/pci_64.c,2,0,3,0
linux,processing/prev_ver/arch/powerpc/kernel/traps.c,processing/curr_ver/arch/powerpc/kernel/traps.c,29,0,38,0
linux,processing/prev_ver/arch/powerpc/kernel/iommu.c,processing/curr_ver/arch/powerpc/kernel/iommu.c,3,0,8,0
linux,processing/prev_ver/arch/powerpc/kernel/setup_64.c,processing/curr_ver/arch/powerpc/kernel/setup_64.c,10,0,20,0
linux,processing/prev_ver/arch/powerpc/kernel/iomap.c,processing/curr_ver/arch/powerpc/kernel/iomap.c,0,0,1,0
linux,processing/prev_ver/arch/powerpc/kernel/pci_32.c,processing/curr_ver/arch/powerpc/kernel/pci_32.c,4,0,1,0
linux,processing/prev_ver/arch/powerpc/kernel/tau_6xx.c,processing/curr_ver/arch/powerpc/kernel/tau_6xx.c,12,0,2,0
linux,processing/prev_ver/arch/powerpc/kernel/module.c,processing/curr_ver/arch/powerpc/kernel/module.c,1,0,4,0
linux,processing/prev_ver/arch/powerpc/kernel/asm-offsets.c,processing/curr_ver/arch/powerpc/kernel/asm-offsets.c,23,0,74,0
linux,processing/prev_ver/arch/powerpc/kernel/irq.c,processing/curr_ver/arch/powerpc/kernel/irq.c,15,1,17,0
linux,processing/prev_ver/arch/powerpc/kernel/rtas_pci.c,processing/curr_ver/arch/powerpc/kernel/rtas_pci.c,1,0,2,0
linux,processing/prev_ver/arch/powerpc/kernel/firmware.c,processing/curr_ver/arch/powerpc/kernel/firmware.c,0,0,2,0
linux,processing/prev_ver/arch/powerpc/kernel/dma-iommu.c,processing/curr_ver/arch/powerpc/kernel/dma-iommu.c,0,0,1,0
linux,processing/prev_ver/arch/powerpc/kernel/module_32.c,processing/curr_ver/arch/powerpc/kernel/module_32.c,0,0,2,0
linux,processing/prev_ver/arch/powerpc/kernel/signal.c,processing/curr_ver/arch/powerpc/kernel/signal.c,1,0,3,0
linux,processing/prev_ver/arch/powerpc/kernel/setup_32.c,processing/curr_ver/arch/powerpc/kernel/setup_32.c,9,0,7,0
linux,processing/prev_ver/arch/powerpc/kernel/udbg.c,processing/curr_ver/arch/powerpc/kernel/udbg.c,13,0,18,0
linux,processing/prev_ver/arch/powerpc/kernel/sysfs.c,processing/curr_ver/arch/powerpc/kernel/sysfs.c,26,0,40,0
linux,processing/prev_ver/arch/powerpc/kernel/nvram_64.c,processing/curr_ver/arch/powerpc/kernel/nvram_64.c,4,0,13,0
linux,processing/prev_ver/arch/powerpc/kernel/sys_ppc32.c,processing/curr_ver/arch/powerpc/kernel/sys_ppc32.c,2,0,0,0
linux,processing/prev_ver/arch/powerpc/kernel/prom.c,processing/curr_ver/arch/powerpc/kernel/prom.c,29,0,35,1
linux,processing/prev_ver/arch/powerpc/kernel/kgdb.c,processing/curr_ver/arch/powerpc/kernel/kgdb.c,24,0,19,0
linux,processing/prev_ver/arch/powerpc/mm/pgtable_32.c,processing/curr_ver/arch/powerpc/mm/pgtable_32.c,9,0,2,0
linux,processing/prev_ver/arch/powerpc/mm/mem.c,processing/curr_ver/arch/powerpc/mm/mem.c,23,0,18,0
linux,processing/prev_ver/arch/powerpc/mm/hugetlbpage.c,processing/curr_ver/arch/powerpc/mm/hugetlbpage.c,4,0,10,0
linux,processing/prev_ver/arch/powerpc/mm/fault.c,processing/curr_ver/arch/powerpc/mm/fault.c,9,0,8,0
linux,processing/prev_ver/arch/powerpc/mm/numa.c,processing/curr_ver/arch/powerpc/mm/numa.c,3,0,8,0
linux,processing/prev_ver/arch/powerpc/mm/init_64.c,processing/curr_ver/arch/powerpc/mm/init_64.c,7,0,3,0
linux,processing/prev_ver/arch/powerpc/mm/mmap.c,processing/curr_ver/arch/powerpc/mm/mmap.c,0,0,3,0
linux,processing/prev_ver/arch/powerpc/mm/slice.c,processing/curr_ver/arch/powerpc/mm/slice.c,6,0,5,0
linux,processing/prev_ver/arch/powerpc/mm/pgtable_64.c,processing/curr_ver/arch/powerpc/mm/pgtable_64.c,0,0,3,0
