project, filepath_prev, filepath_curr, disc_prev, undisc_prev,disc_curr, undisc_curr
freebsd,processing/prev_ver/sys/dev/hptmv/atapi.h,processing/curr_ver/sys/dev/hptmv/atapi.h,2,0,0,0
freebsd,processing/prev_ver/sys/dev/hptmv/access601.h,processing/curr_ver/sys/dev/hptmv/access601.h,1,0,2,0
freebsd,processing/prev_ver/sys/dev/hptmv/hptintf.h,processing/curr_ver/sys/dev/hptmv/hptintf.h,19,0,20,0
freebsd,processing/prev_ver/sys/dev/bktr/bktr_reg.h,processing/curr_ver/sys/dev/bktr/bktr_reg.h,15,0,14,0
freebsd,processing/prev_ver/sys/dev/usb/usbhid.h,processing/curr_ver/sys/dev/usb/usbhid.h,0,0,1,0
freebsd,processing/prev_ver/sys/dev/usb/usbdi.h,processing/curr_ver/sys/dev/usb/usbdi.h,1,0,4,0
freebsd,processing/prev_ver/sys/dev/puc/puc_cfg.h,processing/curr_ver/sys/dev/puc/puc_cfg.h,1,0,0,0
freebsd,processing/prev_ver/sys/dev/puc/puc_bfe.h,processing/curr_ver/sys/dev/puc/puc_bfe.h,1,0,0,0
freebsd,processing/prev_ver/sys/dev/mpt/mpt.h,processing/curr_ver/sys/dev/mpt/mpt.h,10,0,4,0
freebsd,processing/prev_ver/sys/dev/mxge/if_mxge_var.h,processing/curr_ver/sys/dev/mxge/if_mxge_var.h,1,0,3,0
freebsd,processing/prev_ver/sys/dev/twe/twe_compat.h,processing/curr_ver/sys/dev/twe/twe_compat.h,3,0,0,0
freebsd,processing/prev_ver/sys/dev/iwi/if_iwivar.h,processing/curr_ver/sys/dev/iwi/if_iwivar.h,1,0,0,0
freebsd,processing/prev_ver/sys/dev/hptrr/os_bsd.h,processing/curr_ver/sys/dev/hptrr/os_bsd.h,5,0,0,0
freebsd,processing/prev_ver/sys/dev/acpica/acpivar.h,processing/curr_ver/sys/dev/acpica/acpivar.h,2,0,5,0
freebsd,processing/prev_ver/sys/dev/acpica/acpi_hpet.h,processing/curr_ver/sys/dev/acpica/acpi_hpet.h,0,0,1,0
freebsd,processing/prev_ver/sys/dev/ncv/ncr53c500var.h,processing/curr_ver/sys/dev/ncv/ncr53c500var.h,2,0,0,0
freebsd,processing/prev_ver/sys/dev/mly/mlyvar.h,processing/curr_ver/sys/dev/mly/mlyvar.h,1,0,2,0
freebsd,processing/prev_ver/sys/dev/drm/r128_drm.h,processing/curr_ver/sys/dev/drm/r128_drm.h,6,0,0,0
freebsd,processing/prev_ver/sys/dev/drm/drm_atomic.h,processing/curr_ver/sys/dev/drm/drm_atomic.h,3,0,0,0
freebsd,processing/prev_ver/sys/dev/drm/mach64_drv.h,processing/curr_ver/sys/dev/drm/mach64_drv.h,9,0,1,0
freebsd,processing/prev_ver/sys/dev/drm/drm_sarea.h,processing/curr_ver/sys/dev/drm/drm_sarea.h,0,0,1,0
freebsd,processing/prev_ver/sys/dev/drm/sis_drv.h,processing/curr_ver/sys/dev/drm/sis_drv.h,0,0,2,0
freebsd,processing/prev_ver/sys/dev/drm/drmP.h,processing/curr_ver/sys/dev/drm/drmP.h,20,0,2,0
freebsd,processing/prev_ver/sys/dev/drm/drm.h,processing/curr_ver/sys/dev/drm/drm.h,7,0,5,0
freebsd,processing/prev_ver/sys/dev/ofw/ofw_bus_subr.h,processing/curr_ver/sys/dev/ofw/ofw_bus_subr.h,0,0,1,0
freebsd,processing/prev_ver/sys/dev/ofw/openfirm.h,processing/curr_ver/sys/dev/ofw/openfirm.h,1,0,2,0
freebsd,processing/prev_ver/sys/dev/firewire/fwohcireg.h,processing/curr_ver/sys/dev/firewire/fwohcireg.h,8,0,9,0
freebsd,processing/prev_ver/sys/dev/firewire/fwohcivar.h,processing/curr_ver/sys/dev/firewire/fwohcivar.h,1,0,0,0
freebsd,processing/prev_ver/sys/dev/firewire/firewirereg.h,processing/curr_ver/sys/dev/firewire/firewirereg.h,4,0,0,0
freebsd,processing/prev_ver/sys/dev/firewire/firewire.h,processing/curr_ver/sys/dev/firewire/firewire.h,3,0,2,0
freebsd,processing/prev_ver/sys/dev/cxgb/cxgb_osdep.h,processing/curr_ver/sys/dev/cxgb/cxgb_osdep.h,5,0,4,0
freebsd,processing/prev_ver/sys/dev/cxgb/cxgb_adapter.h,processing/curr_ver/sys/dev/cxgb/cxgb_adapter.h,4,0,5,0
freebsd,processing/prev_ver/sys/dev/cxgb/cxgb_offload.h,processing/curr_ver/sys/dev/cxgb/cxgb_offload.h,0,0,1,0
freebsd,processing/prev_ver/sys/dev/cxgb/sys/mvec.h,processing/curr_ver/sys/dev/cxgb/sys/mvec.h,6,0,2,0
freebsd,processing/prev_ver/sys/dev/cxgb/common/cxgb_common.h,processing/curr_ver/sys/dev/cxgb/common/cxgb_common.h,4,0,0,0
freebsd,processing/prev_ver/sys/dev/bge/if_bgereg.h,processing/curr_ver/sys/dev/bge/if_bgereg.h,13,0,14,0
freebsd,processing/prev_ver/sys/dev/ath/if_athioctl.h,processing/curr_ver/sys/dev/ath/if_athioctl.h,0,0,3,0
freebsd,processing/prev_ver/sys/dev/ath/ah_osdep.h,processing/curr_ver/sys/dev/ath/ah_osdep.h,3,0,1,0
freebsd,processing/prev_ver/sys/dev/ath/if_athvar.h,processing/curr_ver/sys/dev/ath/if_athvar.h,0,0,1,0
freebsd,processing/prev_ver/sys/dev/ath/ath_rate/sample/sample.h,processing/curr_ver/sys/dev/ath/ath_rate/sample/sample.h,0,0,1,0
freebsd,processing/prev_ver/sys/dev/fb/fbreg.h,processing/curr_ver/sys/dev/fb/fbreg.h,5,0,6,0
freebsd,processing/prev_ver/sys/dev/ispfw/asm_1080.h,processing/curr_ver/sys/dev/ispfw/asm_1080.h,2,0,1,0
freebsd,processing/prev_ver/sys/dev/ispfw/asm_2400.h,processing/curr_ver/sys/dev/ispfw/asm_2400.h,0,0,1,0
freebsd,processing/prev_ver/sys/dev/ispfw/asm_1040.h,processing/curr_ver/sys/dev/ispfw/asm_1040.h,2,0,1,0
freebsd,processing/prev_ver/sys/dev/ispfw/asm_12160.h,processing/curr_ver/sys/dev/ispfw/asm_12160.h,2,0,1,0
freebsd,processing/prev_ver/sys/dev/random/randomdev.h,processing/curr_ver/sys/dev/random/randomdev.h,0,0,4,0
freebsd,processing/prev_ver/sys/dev/ciss/cissvar.h,processing/curr_ver/sys/dev/ciss/cissvar.h,1,0,0,0
freebsd,processing/prev_ver/sys/dev/cardbus/cardbusvar.h,processing/curr_ver/sys/dev/cardbus/cardbusvar.h,0,0,1,0
freebsd,processing/prev_ver/sys/dev/mmc/bridge.h,processing/curr_ver/sys/dev/mmc/bridge.h,0,0,1,0
freebsd,processing/prev_ver/sys/dev/dpt/dpt.h,processing/curr_ver/sys/dev/dpt/dpt.h,9,0,8,0
freebsd,processing/prev_ver/sys/vm/vm_object.h,processing/curr_ver/sys/vm/vm_object.h,1,0,2,0
freebsd,processing/prev_ver/sys/vm/uma_int.h,processing/curr_ver/sys/vm/uma_int.h,1,0,2,0
freebsd,processing/prev_ver/sys/vm/vm_pager.h,processing/curr_ver/sys/vm/vm_pager.h,2,0,1,0
freebsd,processing/prev_ver/sys/vm/vm_page.h,processing/curr_ver/sys/vm/vm_page.h,9,0,14,0
freebsd,processing/prev_ver/sys/vm/memguard.h,processing/curr_ver/sys/vm/memguard.h,0,0,1,0
freebsd,processing/prev_ver/sys/vm/vm_phys.h,processing/curr_ver/sys/vm/vm_phys.h,0,0,4,0
freebsd,processing/prev_ver/sys/vm/vm_map.h,processing/curr_ver/sys/vm/vm_map.h,5,0,6,0
freebsd,processing/prev_ver/sys/vm/vm_extern.h,processing/curr_ver/sys/vm/vm_extern.h,2,0,1,0
freebsd,processing/prev_ver/sys/vm/vm_param.h,processing/curr_ver/sys/vm/vm_param.h,2,0,3,0
freebsd,processing/prev_ver/sys/fs/fdescfs/fdesc.h,processing/curr_ver/sys/fs/fdescfs/fdesc.h,1,0,0,0
freebsd,processing/prev_ver/sys/fs/cd9660/iso_rrip.h,processing/curr_ver/sys/fs/cd9660/iso_rrip.h,0,0,1,0
freebsd,processing/prev_ver/sys/fs/smbfs/smbfs.h,processing/curr_ver/sys/fs/smbfs/smbfs.h,2,0,1,0
freebsd,processing/prev_ver/sys/arm/include/setjmp.h,processing/curr_ver/sys/arm/include/setjmp.h,1,0,2,0
freebsd,processing/prev_ver/sys/arm/include/in_cksum.h,processing/curr_ver/sys/arm/include/in_cksum.h,1,0,2,0
freebsd,processing/prev_ver/sys/arm/include/machdep.h,processing/curr_ver/sys/arm/include/machdep.h,0,0,4,0
freebsd,processing/prev_ver/sys/arm/include/asmacros.h,processing/curr_ver/sys/arm/include/asmacros.h,1,0,2,0
freebsd,processing/prev_ver/sys/arm/include/ieee.h,processing/curr_ver/sys/arm/include/ieee.h,4,0,6,0
freebsd,processing/prev_ver/sys/arm/include/frame.h,processing/curr_ver/sys/arm/include/frame.h,1,0,2,0
freebsd,processing/prev_ver/sys/arm/include/stack.h,processing/curr_ver/sys/arm/include/stack.h,0,0,1,0
freebsd,processing/prev_ver/sys/arm/include/param.h,processing/curr_ver/sys/arm/include/param.h,2,0,1,0
freebsd,processing/prev_ver/sys/arm/include/cpufunc.h,processing/curr_ver/sys/arm/include/cpufunc.h,19,0,10,0
freebsd,processing/prev_ver/sys/arm/include/asm.h,processing/curr_ver/sys/arm/include/asm.h,4,0,2,0
freebsd,processing/prev_ver/sys/arm/include/pcpu.h,processing/curr_ver/sys/arm/include/pcpu.h,2,0,3,0
freebsd,processing/prev_ver/sys/arm/include/atomic.h,processing/curr_ver/sys/arm/include/atomic.h,3,0,0,0
freebsd,processing/prev_ver/sys/arm/include/intr.h,processing/curr_ver/sys/arm/include/intr.h,0,0,4,0
freebsd,processing/prev_ver/sys/arm/include/_types.h,processing/curr_ver/sys/arm/include/_types.h,5,0,3,0
freebsd,processing/prev_ver/sys/arm/include/pmap.h,processing/curr_ver/sys/arm/include/pmap.h,12,0,1,0
freebsd,processing/prev_ver/sys/arm/include/cpu.h,processing/curr_ver/sys/arm/include/cpu.h,1,0,3,1
freebsd,processing/prev_ver/sys/arm/include/stdarg.h,processing/curr_ver/sys/arm/include/stdarg.h,3,0,0,0
freebsd,processing/prev_ver/sys/arm/include/kdb.h,processing/curr_ver/sys/arm/include/kdb.h,0,0,2,0
freebsd,processing/prev_ver/sys/arm/include/sf_buf.h,processing/curr_ver/sys/arm/include/sf_buf.h,2,0,4,0
freebsd,processing/prev_ver/sys/arm/include/bus.h,processing/curr_ver/sys/arm/include/bus.h,0,0,1,0
freebsd,processing/prev_ver/sys/arm/include/vmparam.h,processing/curr_ver/sys/arm/include/vmparam.h,1,0,0,0
freebsd,processing/prev_ver/sys/arm/include/proc.h,processing/curr_ver/sys/arm/include/proc.h,0,0,1,0
freebsd,processing/prev_ver/sys/arm/include/_stdint.h,processing/curr_ver/sys/arm/include/_stdint.h,1,0,0,0
freebsd,processing/prev_ver/sys/arm/include/sysarch.h,processing/curr_ver/sys/arm/include/sysarch.h,1,0,3,0
freebsd,processing/prev_ver/sys/cam/cam_ccb.h,processing/curr_ver/sys/cam/cam_ccb.h,0,0,3,0
freebsd,processing/prev_ver/sys/cam/cam.h,processing/curr_ver/sys/cam/cam.h,3,1,4,1
freebsd,processing/prev_ver/sys/cam/cam_debug.h,processing/curr_ver/sys/cam/cam_debug.h,1,0,2,0
freebsd,processing/prev_ver/sys/cam/scsi/scsi_all.h,processing/curr_ver/sys/cam/scsi/scsi_all.h,4,0,10,0
freebsd,processing/prev_ver/sys/cam/scsi/scsi_ses.h,processing/curr_ver/sys/cam/scsi/scsi_ses.h,0,0,1,0
freebsd,processing/prev_ver/sys/cam/scsi/scsi_low.h,processing/curr_ver/sys/cam/scsi/scsi_low.h,6,0,3,0
freebsd,processing/prev_ver/sys/libkern/quad.h,processing/curr_ver/sys/libkern/quad.h,0,0,1,0
freebsd,processing/prev_ver/sys/amd64/include/setjmp.h,processing/curr_ver/sys/amd64/include/setjmp.h,1,0,0,0
freebsd,processing/prev_ver/sys/amd64/include/in_cksum.h,processing/curr_ver/sys/amd64/include/in_cksum.h,2,0,4,0
freebsd,processing/prev_ver/sys/amd64/include/cputypes.h,processing/curr_ver/sys/amd64/include/cputypes.h,1,0,0,0
freebsd,processing/prev_ver/sys/amd64/include/asmacros.h,processing/curr_ver/sys/amd64/include/asmacros.h,1,0,2,0
freebsd,processing/prev_ver/sys/amd64/include/endian.h,processing/curr_ver/sys/amd64/include/endian.h,1,2,0,0
freebsd,processing/prev_ver/sys/amd64/include/smp.h,processing/curr_ver/sys/amd64/include/smp.h,4,0,3,0
freebsd,processing/prev_ver/sys/amd64/include/signal.h,processing/curr_ver/sys/amd64/include/signal.h,1,0,0,0
freebsd,processing/prev_ver/sys/amd64/include/reg.h,processing/curr_ver/sys/amd64/include/reg.h,1,0,0,0
freebsd,processing/prev_ver/sys/amd64/include/param.h,processing/curr_ver/sys/amd64/include/param.h,2,0,1,0
freebsd,processing/prev_ver/sys/amd64/include/pcpu.h,processing/curr_ver/sys/amd64/include/pcpu.h,3,0,1,0
freebsd,processing/prev_ver/sys/amd64/include/acpica_machdep.h,processing/curr_ver/sys/amd64/include/acpica_machdep.h,1,0,0,0
freebsd,processing/prev_ver/sys/amd64/include/atomic.h,processing/curr_ver/sys/amd64/include/atomic.h,5,0,9,0
freebsd,processing/prev_ver/sys/amd64/include/intr_machdep.h,processing/curr_ver/sys/amd64/include/intr_machdep.h,5,0,0,0
freebsd,processing/prev_ver/sys/amd64/include/_types.h,processing/curr_ver/sys/amd64/include/_types.h,3,0,0,0
freebsd,processing/prev_ver/sys/amd64/include/pmap.h,processing/curr_ver/sys/amd64/include/pmap.h,5,0,4,0
freebsd,processing/prev_ver/sys/amd64/include/stdarg.h,processing/curr_ver/sys/amd64/include/stdarg.h,2,0,0,0
freebsd,processing/prev_ver/sys/amd64/include/pcb.h,processing/curr_ver/sys/amd64/include/pcb.h,1,0,3,0
freebsd,processing/prev_ver/sys/amd64/include/bus.h,processing/curr_ver/sys/amd64/include/bus.h,1,18,0,0
freebsd,processing/prev_ver/sys/amd64/include/iodev.h,processing/curr_ver/sys/amd64/include/iodev.h,0,0,1,0
freebsd,processing/prev_ver/sys/amd64/include/proc.h,processing/curr_ver/sys/amd64/include/proc.h,0,0,1,0
freebsd,processing/prev_ver/sys/amd64/include/pmc_mdep.h,processing/curr_ver/sys/amd64/include/pmc_mdep.h,1,0,2,0
freebsd,processing/prev_ver/sys/amd64/include/_stdint.h,processing/curr_ver/sys/amd64/include/_stdint.h,1,0,0,0
freebsd,processing/prev_ver/sys/amd64/include/clock.h,processing/curr_ver/sys/amd64/include/clock.h,1,0,2,0
freebsd,processing/prev_ver/sys/amd64/include/sysarch.h,processing/curr_ver/sys/amd64/include/sysarch.h,1,0,0,0
freebsd,processing/prev_ver/sys/amd64/include/pc/bios.h,processing/curr_ver/sys/amd64/include/pc/bios.h,0,0,1,0
freebsd,processing/prev_ver/sys/contrib/dev/acpica/compiler/aslglobal.h,processing/curr_ver/sys/contrib/dev/acpica/compiler/aslglobal.h,0,0,3,0
freebsd,processing/prev_ver/sys/contrib/ipfilter/netinet/ip_lookup.h,processing/curr_ver/sys/contrib/ipfilter/netinet/ip_lookup.h,0,0,1,0
freebsd,processing/prev_ver/sys/contrib/ipfilter/netinet/ip_frag.h,processing/curr_ver/sys/contrib/ipfilter/netinet/ip_frag.h,8,0,0,0
freebsd,processing/prev_ver/sys/contrib/ipfilter/netinet/ip_proxy.h,processing/curr_ver/sys/contrib/ipfilter/netinet/ip_proxy.h,0,0,2,0
freebsd,processing/prev_ver/sys/contrib/ipfilter/netinet/ip_state.h,processing/curr_ver/sys/contrib/ipfilter/netinet/ip_state.h,0,0,1,0
freebsd,processing/prev_ver/sys/contrib/ipfilter/netinet/ip_nat.h,processing/curr_ver/sys/contrib/ipfilter/netinet/ip_nat.h,6,0,8,0
freebsd,processing/prev_ver/sys/contrib/ipfilter/netinet/ip_compat.h,processing/curr_ver/sys/contrib/ipfilter/netinet/ip_compat.h,89,0,51,0
freebsd,processing/prev_ver/sys/contrib/ipfilter/netinet/ip_fil.h,processing/curr_ver/sys/contrib/ipfilter/netinet/ip_fil.h,54,0,35,0
freebsd,processing/prev_ver/sys/contrib/ipfilter/netinet/ip_htable.h,processing/curr_ver/sys/contrib/ipfilter/netinet/ip_htable.h,0,0,2,0
freebsd,processing/prev_ver/sys/contrib/ipfilter/netinet/ip_pool.h,processing/curr_ver/sys/contrib/ipfilter/netinet/ip_pool.h,2,0,1,0
freebsd,processing/prev_ver/cddl/contrib/opensolaris/head/synch.h,processing/curr_ver/cddl/contrib/opensolaris/head/synch.h,6,2,2,2
freebsd,processing/prev_ver/cddl/contrib/opensolaris/head/nlist.h,processing/curr_ver/cddl/contrib/opensolaris/head/nlist.h,2,2,0,2
freebsd,processing/prev_ver/cddl/contrib/opensolaris/head/libintl.h,processing/curr_ver/cddl/contrib/opensolaris/head/libintl.h,6,2,4,2
freebsd,processing/prev_ver/cddl/contrib/opensolaris/lib/libzfs/common/libzfs_impl.h,processing/curr_ver/cddl/contrib/opensolaris/lib/libzfs/common/libzfs_impl.h,1,2,0,2
freebsd,processing/prev_ver/cddl/contrib/opensolaris/lib/libdtrace/common/dt_proc.h,processing/curr_ver/cddl/contrib/opensolaris/lib/libdtrace/common/dt_proc.h,1,2,0,2
freebsd,processing/prev_ver/cddl/contrib/opensolaris/lib/libdtrace/common/dt_module.h,processing/curr_ver/cddl/contrib/opensolaris/lib/libdtrace/common/dt_module.h,0,2,1,2
freebsd,processing/prev_ver/cddl/contrib/opensolaris/lib/libdtrace/common/dt_impl.h,processing/curr_ver/cddl/contrib/opensolaris/lib/libdtrace/common/dt_impl.h,8,2,12,2
freebsd,processing/prev_ver/cddl/contrib/opensolaris/lib/libzpool/common/sys/zfs_context.h,processing/curr_ver/cddl/contrib/opensolaris/lib/libzpool/common/sys/zfs_context.h,2,2,3,2
freebsd,processing/prev_ver/usr.bin/at/privs.h,processing/curr_ver/usr.bin/at/privs.h,0,2,1,0
freebsd,processing/prev_ver/usr.bin/calendar/calendar.h,processing/curr_ver/usr.bin/calendar/calendar.h,0,0,2,0
freebsd,processing/prev_ver/usr.bin/netstat/netstat.h,processing/curr_ver/usr.bin/netstat/netstat.h,4,0,6,0
freebsd,processing/prev_ver/usr.bin/gprof/gprof.h,processing/curr_ver/usr.bin/gprof/gprof.h,0,0,1,0
freebsd,processing/prev_ver/usr.bin/truss/extern.h,processing/curr_ver/usr.bin/truss/extern.h,5,0,0,0
freebsd,processing/prev_ver/bin/sh/jobs.h,processing/curr_ver/bin/sh/jobs.h,1,0,0,0
freebsd,processing/prev_ver/bin/sh/options.h,processing/curr_ver/bin/sh/options.h,2,0,1,0
freebsd,processing/prev_ver/libexec/rtld-elf/rtld.h,processing/curr_ver/libexec/rtld-elf/rtld.h,0,0,2,0
freebsd,processing/prev_ver/libexec/rtld-elf/libmap.h,processing/curr_ver/libexec/rtld-elf/libmap.h,1,0,0,0
freebsd,processing/prev_ver/libexec/rtld-elf/i386/rtld_machdep.h,processing/curr_ver/libexec/rtld-elf/i386/rtld_machdep.h,1,0,0,0
freebsd,processing/prev_ver/libexec/rtld-elf/amd64/rtld_machdep.h,processing/curr_ver/libexec/rtld-elf/amd64/rtld_machdep.h,1,0,0,0
freebsd,processing/prev_ver/usr.sbin/ntp/config.h,processing/curr_ver/usr.sbin/ntp/config.h,1,0,5,4
freebsd,processing/prev_ver/usr.sbin/cron/cron/externs.h,processing/curr_ver/usr.sbin/cron/cron/externs.h,14,0,13,0
freebsd,processing/prev_ver/usr.sbin/rtsold/rtsold.h,processing/curr_ver/usr.sbin/rtsold/rtsold.h,0,0,2,0
freebsd,processing/prev_ver/usr.sbin/lpr/common_source/lp.cdefs.h,processing/curr_ver/usr.sbin/lpr/common_source/lp.cdefs.h,2,0,3,0
freebsd,processing/prev_ver/usr.sbin/fifolog/lib/libfifolog.h,processing/curr_ver/usr.sbin/fifolog/lib/libfifolog.h,1,0,0,0
freebsd,processing/prev_ver/usr.sbin/amd/include/config.h,processing/curr_ver/usr.sbin/amd/include/config.h,0,0,2,0
freebsd,processing/prev_ver/usr.sbin/rpcbind/rpcbind.h,processing/curr_ver/usr.sbin/rpcbind/rpcbind.h,2,0,3,0
freebsd,processing/prev_ver/usr.sbin/crunch/crunchide/extern.h,processing/curr_ver/usr.sbin/crunch/crunchide/extern.h,4,0,2,0
freebsd,processing/prev_ver/gnu/usr.bin/cc/cc_tools/auto-host.h,processing/curr_ver/gnu/usr.bin/cc/cc_tools/auto-host.h,2,0,0,0
freebsd,processing/prev_ver/crypto/heimdal/appl/telnet/libtelnet/auth-proto.h,processing/curr_ver/crypto/heimdal/appl/telnet/libtelnet/auth-proto.h,5,0,4,0
freebsd,processing/prev_ver/crypto/heimdal/appl/telnet/telnetd/telnetd.h,processing/curr_ver/crypto/heimdal/appl/telnet/telnetd/telnetd.h,3,1,6,1
freebsd,processing/prev_ver/crypto/heimdal/lib/krb5/krb5-private.h,processing/curr_ver/crypto/heimdal/lib/krb5/krb5-private.h,0,0,1,0
freebsd,processing/prev_ver/crypto/heimdal/lib/krb5/krb5-protos.h,processing/curr_ver/crypto/heimdal/lib/krb5/krb5-protos.h,0,0,3,1
freebsd,processing/prev_ver/crypto/heimdal/lib/asn1/asn1-common.h,processing/curr_ver/crypto/heimdal/lib/asn1/asn1-common.h,0,0,1,0
freebsd,processing/prev_ver/crypto/heimdal/lib/hdb/hdb-protos.h,processing/curr_ver/crypto/heimdal/lib/hdb/hdb-protos.h,0,0,0,2
freebsd,processing/prev_ver/crypto/heimdal/lib/kadm5/kadm5-protos.h,processing/curr_ver/crypto/heimdal/lib/kadm5/kadm5-protos.h,0,0,0,2
freebsd,processing/prev_ver/crypto/openssh/ttymodes.h,processing/curr_ver/crypto/openssh/ttymodes.h,24,0,25,0
freebsd,processing/prev_ver/crypto/openssh/channels.h,processing/curr_ver/crypto/openssh/channels.h,0,0,1,0
freebsd,processing/prev_ver/crypto/openssh/monitor_wrap.h,processing/curr_ver/crypto/openssh/monitor_wrap.h,3,0,4,0
freebsd,processing/prev_ver/crypto/openssh/pathnames.h,processing/curr_ver/crypto/openssh/pathnames.h,1,0,0,0
freebsd,processing/prev_ver/crypto/openssh/myproposal.h,processing/curr_ver/crypto/openssh/myproposal.h,0,0,2,0
freebsd,processing/prev_ver/crypto/openssh/packet.h,processing/curr_ver/crypto/openssh/packet.h,0,0,1,0
freebsd,processing/prev_ver/crypto/openssh/defines.h,processing/curr_ver/crypto/openssh/defines.h,61,0,57,0
freebsd,processing/prev_ver/crypto/openssh/config.h,processing/curr_ver/crypto/openssh/config.h,0,0,2,0
freebsd,processing/prev_ver/crypto/openssh/kex.h,processing/curr_ver/crypto/openssh/kex.h,1,0,2,0
freebsd,processing/prev_ver/crypto/openssh/version.h,processing/curr_ver/crypto/openssh/version.h,1,0,0,0
freebsd,processing/prev_ver/crypto/openssh/openbsd-compat/sys-tree.h,processing/curr_ver/crypto/openssh/openbsd-compat/sys-tree.h,0,0,1,0
freebsd,processing/prev_ver/crypto/openssh/openbsd-compat/bsd-misc.h,processing/curr_ver/crypto/openssh/openbsd-compat/bsd-misc.h,13,1,25,1
freebsd,processing/prev_ver/crypto/openssh/openbsd-compat/sha2.h,processing/curr_ver/crypto/openssh/openbsd-compat/sha2.h,1,0,2,0
freebsd,processing/prev_ver/crypto/openssh/openbsd-compat/port-solaris.h,processing/curr_ver/crypto/openssh/openbsd-compat/port-solaris.h,1,0,2,0
freebsd,processing/prev_ver/crypto/openssh/openbsd-compat/port-linux.h,processing/curr_ver/crypto/openssh/openbsd-compat/port-linux.h,1,0,2,0
freebsd,processing/prev_ver/crypto/openssh/openbsd-compat/port-aix.h,processing/curr_ver/crypto/openssh/openbsd-compat/port-aix.h,10,0,11,0
freebsd,processing/prev_ver/crypto/openssh/openbsd-compat/openssl-compat.h,processing/curr_ver/crypto/openssh/openbsd-compat/openssl-compat.h,6,0,37,0
freebsd,processing/prev_ver/crypto/openssh/openbsd-compat/openbsd-compat.h,processing/curr_ver/crypto/openssh/openbsd-compat/openbsd-compat.h,33,0,57,0
freebsd,processing/prev_ver/crypto/openssl/e_os.h,processing/curr_ver/crypto/openssl/e_os.h,28,2,15,0
freebsd,processing/prev_ver/crypto/openssl/apps/progs.h,processing/curr_ver/crypto/openssl/apps/progs.h,82,0,110,0
freebsd,processing/prev_ver/crypto/openssl/apps/apps.h,processing/curr_ver/crypto/openssl/apps/apps.h,12,0,5,0
freebsd,processing/prev_ver/crypto/openssl/apps/s_apps.h,processing/curr_ver/crypto/openssl/apps/s_apps.h,4,0,0,0
freebsd,processing/prev_ver/crypto/openssl/crypto/x509v3/ext_dat.h,processing/curr_ver/crypto/openssl/crypto/x509v3/ext_dat.h,5,0,0,0
freebsd,processing/prev_ver/crypto/openssl/crypto/bn/bn_prime.h,processing/curr_ver/crypto/openssl/crypto/bn/bn_prime.h,1,0,0,0
freebsd,processing/prev_ver/lib/libusbhid/usbvar.h,processing/curr_ver/lib/libusbhid/usbvar.h,0,0,1,0
freebsd,processing/prev_ver/lib/libutil/libutil.h,processing/curr_ver/lib/libutil/libutil.h,5,0,9,0
freebsd,processing/prev_ver/lib/libkvm/kvm_private.h,processing/curr_ver/lib/libkvm/kvm_private.h,1,0,0,0
freebsd,processing/prev_ver/lib/libkvm/kvm.h,processing/curr_ver/lib/libkvm/kvm.h,2,0,3,0
freebsd,processing/prev_ver/lib/libmd/md5.h,processing/curr_ver/lib/libmd/md5.h,0,0,1,0
freebsd,processing/prev_ver/lib/libmagic/config.h,processing/curr_ver/lib/libmagic/config.h,1,0,2,0
freebsd,processing/prev_ver/lib/libufs/libufs.h,processing/curr_ver/lib/libufs/libufs.h,1,0,2,0
freebsd,processing/prev_ver/lib/libarchive/config_freebsd.h,processing/curr_ver/lib/libarchive/config_freebsd.h,0,0,1,0
freebsd,processing/prev_ver/lib/libexpat/expat_config.h,processing/curr_ver/lib/libexpat/expat_config.h,0,0,2,0
freebsd,processing/prev_ver/lib/msun/src/math_private.h,processing/curr_ver/lib/msun/src/math_private.h,3,0,23,0
freebsd,processing/prev_ver/lib/msun/src/math.h,processing/curr_ver/lib/msun/src/math.h,11,0,14,0
freebsd,processing/prev_ver/lib/msun/powerpc/fenv.h,processing/curr_ver/lib/msun/powerpc/fenv.h,1,0,4,0
freebsd,processing/prev_ver/lib/msun/arm/fenv.h,processing/curr_ver/lib/msun/arm/fenv.h,1,0,4,0
freebsd,processing/prev_ver/lib/libc/net/netdb_private.h,processing/curr_ver/lib/libc/net/netdb_private.h,2,0,3,0
freebsd,processing/prev_ver/lib/libc/powerpc/_fpmath.h,processing/curr_ver/lib/libc/powerpc/_fpmath.h,0,0,2,0
freebsd,processing/prev_ver/lib/libc/locale/collate.h,processing/curr_ver/lib/libc/locale/collate.h,1,0,0,0
freebsd,processing/prev_ver/lib/libc/arm/_fpmath.h,processing/curr_ver/lib/libc/arm/_fpmath.h,2,0,4,0
freebsd,processing/prev_ver/lib/libc/include/libc_private.h,processing/curr_ver/lib/libc/include/libc_private.h,1,0,2,0
freebsd,processing/prev_ver/lib/libc/include/fpmath.h,processing/curr_ver/lib/libc/include/fpmath.h,4,0,6,0
freebsd,processing/prev_ver/lib/libthr/arch/powerpc/include/pthread_md.h,processing/curr_ver/lib/libthr/arch/powerpc/include/pthread_md.h,0,0,3,1
freebsd,processing/prev_ver/lib/libthr/arch/arm/include/pthread_md.h,processing/curr_ver/lib/libthr/arch/arm/include/pthread_md.h,0,0,3,1
